company_name,market_cap,np_qtr,roce,debt_equity,eps_12m,promoter_holding,cmp_pcf,roe,pat_12m,opm,sales_growth_3y,profit_growth_3y,fii_holding,dii_holding,cap_category,sector,industry
Apollo Ingredie.,85.72,89.15,0.07,22.86,0.0,0.68,66.58,-171.44,17.17,0.71,18.78,0.0,129.85,0.0,Micro Cap,Healthcare,Healthcare
Purple United,422.0,405.54,10.14,22.86,1.15,15.81,63.82,-13.77,22.3,15.19,20.92,87.95,116.83,0.0,Micro Cap,Consumer Services,Consumer Services
Hind.Construct.,25.69,6731.93,58.94,22.84,0.48,0.63,16.72,17.78,9.06,137.45,14.24,-21.7,32.29,10.92,Micro Cap,Construction,Construction
Tembo Global,552.2,1024.06,30.07,22.84,0.85,49.25,36.38,-9.17,27.53,91.33,13.07,63.41,135.64,8.58,Micro Cap,Capital Goods,Capital Goods
Shri Techtex,65.0,162.18,13.25,22.83,0.02,7.73,70.34,40.06,17.83,19.29,27.55,13.91,28.41,0.45,Micro Cap,Textiles,Textiles
Armour Security,20.0,33.74,2.41,22.83,0.02,3.15,70.12,-72.95,16.29,5.31,17.37,17.73,32.94,0.0,Micro Cap,Financial Services,Financial Services
ADF Foods,305.05,3345.82,25.91,22.82,0.02,8.18,36.13,383.29,17.8,94.74,19.12,14.91,20.75,11.55,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Interarch Build.,1912.7,3208.12,36.6,22.82,0.02,80.21,59.43,-93.3,16.77,136.88,9.29,19.08,18.93,5.29,Small Cap,Construction,Construction
BLT Logi.,30.99,14.86,2.18,22.82,0.48,8.01,73.61,-5.27,25.86,3.84,17.16,0.0,0.0,0.87,Micro Cap,Services,Services
Mphasis,2207.8,42143.61,509.64,22.8,0.24,97.61,30.55,26.82,18.54,1888.93,18.75,4.79,5.12,19.51,Small Cap,Information Technology,Information Technology
Railtel Corpn.,306.2,9831.83,141.75,22.78,0.03,10.79,72.84,110.29,17.07,363.79,14.88,29.77,24.22,3.72,Micro Cap,Telecommunications,Telecommunications
Aastha Spintex,0.0,600.33,0.0,22.78,0.79,7.97,0.0,23.79,23.5,14.2,11.4,26.17,0.0,0.0,Micro Cap,Textiles,Textiles
Titan Biotech,397.9,1644.06,6.73,22.76,0.03,7.23,55.78,109.26,17.85,29.89,18.72,12.71,6.36,0.0,Micro Cap,Healthcare,Healthcare
Sattva Eng.,76.65,133.89,8.6,22.76,0.34,7.49,62.91,-23.19,19.72,12.97,15.42,19.64,131.9,1.01,Micro Cap,Construction,Construction
Coromandel Inter,1913.9,56497.09,114.64,22.75,0.12,66.31,56.35,57.19,16.97,2006.79,10.22,2.04,0.02,13.02,Small Cap,Chemicals,Chemicals
Petronet LNG,281.25,42165.09,1370.74,22.74,0.11,26.08,50.0,13.75,18.56,3912.53,12.27,-10.12,5.56,27.13,Micro Cap,"Oil, Gas and Consumable Fuels","Oil, Gas and Consumable Fuels"
Studds Accessor.,471.3,1852.99,21.1,22.74,0.02,21.0,61.75,48.19,17.0,82.65,19.27,8.31,35.6,1.07,Micro Cap,Automobile and Auto Components,Automobile and Auto Components
Jagsonpal Pharma,230.38,1521.82,8.76,22.73,0.03,6.43,69.36,26.4,17.3,44.64,20.22,6.66,15.99,2.46,Micro Cap,Healthcare,Healthcare
JSW Dulux,3262.9,14876.32,125.7,22.73,0.03,433.42,61.2,-96.42,19.1,361.15,14.15,-1.81,2.45,8.43,Small Cap,Chemicals,Chemicals
Balu Forge,456.15,5536.69,65.74,22.72,0.1,21.33,54.39,-27.26,19.56,258.89,27.05,50.22,88.04,6.03,Micro Cap,Metals and Mining,Metals and Mining
Grindwell Norton,2146.8,23670.57,119.34,22.71,0.02,37.54,58.03,72.06,17.35,415.66,18.67,6.54,5.87,5.56,Small Cap,Capital Goods,Capital Goods
Mid East Port.,41.74,21.0,-0.5,22.66,0.0,1.71,13.75,19.26,21.18,0.86,48.0,107.46,142.91,0.0,Micro Cap,Services,Services
Envirotech Sys.,76.7,144.12,6.13,22.66,0.18,6.44,68.85,-12.47,17.31,12.11,32.66,27.28,67.65,1.98,Micro Cap,Utilities,Utilities
Cellecor Gadgets,35.7,787.82,20.08,22.64,0.69,1.79,46.3,-15.4,21.96,39.61,5.51,69.7,69.95,8.72,Micro Cap,Consumer Durables,Consumer Durables
Prem. Explosives,808.5,4357.76,6.58,22.63,0.11,8.52,41.33,99.12,18.57,49.65,9.94,24.34,90.1,1.18,Micro Cap,Chemicals,Chemicals
Vision Infra,318.85,785.72,44.4,22.62,1.44,26.79,70.26,-13.1,30.89,66.01,25.78,19.04,0.0,0.6,Micro Cap,Construction,Construction
Onemi Technology,274.2,4620.65,82.18,22.59,1.44,23.7,24.8,-7.78,24.02,281.45,29.86,29.65,116.54,5.1,Micro Cap,Information Technology,Information Technology
Canarys Automa.,20.85,122.49,5.74,22.55,0.09,2.1,58.16,-25.44,14.64,13.86,11.21,38.54,16.69,0.01,Micro Cap,Automobile and Auto Components,Automobile and Auto Components
Rudra Gas,73.0,60.87,5.75,22.55,1.28,10.34,73.19,-5.69,23.2,8.62,14.38,34.77,33.66,0.0,Micro Cap,Construction,Construction
Nila Infrastruct,7.53,295.83,5.85,22.54,0.13,0.59,61.9,9.3,13.25,23.29,10.02,41.01,305.54,0.34,Micro Cap,Construction,Construction
Milkfood,75.2,192.48,51.41,22.53,0.49,18.17,56.03,10.17,22.12,44.29,1.54,-4.05,67.23,0.0,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Srigee DLM,90.95,54.33,5.53,22.53,0.2,11.5,45.37,-12.66,22.4,6.87,7.99,15.33,34.72,1.21,Micro Cap,Capital Goods,Capital Goods
Mishtann Foods,3.83,412.72,0.04,22.5,0.05,2.44,43.48,-6.43,23.29,263.42,23.16,21.05,74.1,0.0,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Venus Pipes,1701.2,3528.8,25.5,22.5,0.29,49.22,48.41,-61.71,17.05,102.3,16.33,28.31,32.36,2.71,Small Cap,Capital Goods,Capital Goods
Sheetal Univer.,296.5,339.67,9.98,22.49,0.7,10.05,66.81,-22.02,23.34,11.51,11.92,10.97,77.45,0.0,Micro Cap,Consumer Services,Consumer Services
Silkflex Polymer,210.0,243.75,4.66,22.46,1.31,10.47,70.14,-11.52,29.2,12.14,19.73,35.5,144.56,0.0,Micro Cap,Chemicals,Chemicals
Om Metallogic,35.21,27.68,3.77,22.46,0.11,5.99,59.26,-6.75,19.24,4.71,9.21,26.17,62.38,0.0,Micro Cap,Capital Goods,Capital Goods
Q-Line Biotech,548.0,1278.39,34.41,22.46,0.92,34.24,0.0,-25.73,25.9,56.48,28.69,23.25,20.72,1.67,Micro Cap,Healthcare,Healthcare
Ador Welding,1251.2,2180.46,33.53,22.45,0.01,47.58,53.76,31.01,16.42,88.65,10.7,13.49,14.03,0.37,Small Cap,Capital Goods,Capital Goods
Refex Industries,355.8,4894.19,94.45,22.43,0.15,14.82,55.85,-35.04,17.81,241.94,15.69,11.8,27.7,1.65,Micro Cap,"Oil, Gas and Consumable Fuels","Oil, Gas and Consumable Fuels"
V.L.Infraproject,27.5,43.21,4.4,22.41,0.56,5.36,65.7,-4.79,18.26,8.42,10.85,48.68,55.72,0.65,Micro Cap,Construction,Construction
Uday Jewellery,150.45,512.32,10.66,22.39,0.78,10.64,74.38,-12.78,22.77,35.77,6.84,60.13,55.57,0.0,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Dharni Capital,65.1,132.61,2.35,22.39,0.15,2.29,73.64,-50.11,19.88,4.67,33.72,24.24,57.73,0.0,Micro Cap,Financial Services,Financial Services
Shining Tools,88.0,49.79,2.05,22.39,0.24,6.87,70.68,-21.44,22.98,3.89,36.47,21.02,256.27,0.0,Micro Cap,Capital Goods,Capital Goods
CLN Energy,429.6,453.36,11.99,22.38,0.81,19.47,72.6,-11.2,19.61,20.55,10.83,39.0,186.05,12.6,Micro Cap,Automobile and Auto Components,Automobile and Auto Components
Anlon Healthcare,16.14,856.29,9.79,22.38,0.22,0.52,52.68,-28.04,19.17,27.81,26.14,16.09,68.43,0.32,Micro Cap,Healthcare,Healthcare
Viram Suvarn,10.84,122.99,1.39,22.33,0.0,0.67,65.01,-21.56,17.05,7.58,38.66,9.61,65.9,0.0,Micro Cap,Consumer Durables,Consumer Durables
Basilic Fly Stud,200.7,507.07,15.4,22.32,0.32,19.32,55.31,-9.06,19.05,51.08,20.89,73.07,22.57,3.51,Micro Cap,"Media, Entertainment & Publication","Media, Entertainment & Publication"
Tinna Rubber,931.0,1679.9,16.53,22.31,0.43,29.34,67.58,-54.01,22.09,52.85,17.07,22.71,35.7,0.36,Micro Cap,Chemicals,Chemicals
Kay Cee,76.45,93.46,9.61,22.3,0.73,15.38,63.41,-3.67,22.82,18.8,19.34,39.07,48.16,0.0,Micro Cap,Chemicals,Chemicals
TPL Plastech,70.7,549.72,8.06,22.28,0.11,3.73,74.86,137.98,18.37,29.07,11.43,16.02,24.37,0.5,Micro Cap,Chemicals,Chemicals
AJC Jewel,97.01,58.87,1.96,22.28,1.22,13.22,56.33,-10.96,31.44,8.02,4.87,14.53,59.14,0.0,Micro Cap,Consumer Durables,Consumer Durables
Ahm. Steelcraft,173.6,262.0,3.21,22.23,0.03,12.35,71.42,-8.02,16.8,18.64,11.48,364.35,213.04,0.0,Micro Cap,Metals and Mining,Metals and Mining
H P C L,389.6,82970.93,6065.26,22.23,0.85,84.81,54.9,5.34,30.93,18046.89,6.93,0.08,66.2,17.26,Micro Cap,"Oil, Gas and Consumable Fuels","Oil, Gas and Consumable Fuels"
Vadilal Inds.,6363.4,4574.31,54.86,22.23,0.27,215.78,64.73,59.17,20.07,155.1,16.55,12.42,16.24,0.58,Small Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
All E Tech,139.8,282.32,5.85,22.22,0.0,12.74,50.1,18.58,17.08,26.73,17.84,16.3,32.12,0.66,Micro Cap,Information Technology,Information Technology
Darjeeling Industriies,37.31,29.33,0.07,22.21,0.0,2.16,3.22,152.46,16.78,1.7,41.93,0.0,0.0,0.49,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Black Box,932.2,16561.85,64.76,22.2,0.9,12.25,69.99,2874.28,26.84,274.57,8.81,0.18,83.02,3.26,Micro Cap,Information Technology,Information Technology
Berger Paints,518.3,60478.84,335.25,22.2,0.09,9.66,74.98,56.62,17.85,1166.71,15.43,3.98,10.67,4.68,Micro Cap,Chemicals,Chemicals
Insolation Ener,113.57,2504.31,69.84,22.2,1.1,9.1,66.12,-15.66,28.19,200.63,13.38,97.31,165.75,1.09,Micro Cap,Power,Power
Kovai Medical,5951.5,6509.16,63.35,22.19,0.31,223.41,56.52,61.31,20.33,244.46,27.68,15.85,27.71,1.21,Small Cap,Healthcare,Healthcare
NDR Auto Compon.,814.2,1941.46,18.45,22.16,0.17,26.04,73.13,540.78,18.92,62.44,11.02,27.94,29.41,0.08,Micro Cap,Automobile and Auto Components,Automobile and Auto Components
Automotive Axles,1767.6,2682.66,53.89,22.12,0.01,108.77,71.04,17.52,16.65,173.24,10.89,-2.14,2.32,0.83,Small Cap,Automobile and Auto Components,Automobile and Auto Components
Himadri Special,675.5,34086.82,207.53,22.12,0.16,14.89,52.5,180.8,17.77,748.95,20.64,3.76,46.55,5.98,Micro Cap,Chemicals,Chemicals
Aryaman Fin.Serv,593.35,726.68,5.76,22.11,0.0,24.14,63.92,20.79,20.45,29.57,53.17,11.97,96.12,0.0,Micro Cap,Financial Services,Financial Services
Amba Enterprises,119.75,151.61,2.15,22.1,0.06,6.45,43.01,73.59,17.71,8.17,2.96,21.36,20.24,0.0,Micro Cap,Information Technology,Information Technology
Privi Speci.,3598.2,14062.27,94.11,22.09,0.72,83.77,60.6,99.33,26.04,327.54,25.21,16.83,143.74,1.37,Small Cap,Chemicals,Chemicals
Rajputana Bio.,211.4,148.68,4.46,22.05,0.56,12.88,65.77,-11.81,19.98,9.06,12.33,73.39,75.02,0.01,Micro Cap,Healthcare,Healthcare
Paradeep Pari.,226.65,360.78,14.38,22.05,0.41,19.34,65.96,-258.02,21.35,30.79,13.2,24.03,67.43,0.38,Micro Cap,Services,Services
Modi Naturals,419.8,559.87,19.67,22.02,0.94,37.79,69.09,-54.85,31.62,46.44,10.22,19.86,253.65,0.0,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
RMC Switchgears,312.05,330.41,9.27,22.01,0.81,21.28,51.97,-38.27,18.96,22.51,11.72,47.49,24.16,2.69,Micro Cap,Capital Goods,Capital Goods
Forbes Precision,148.95,768.5,11.06,22.01,0.1,5.58,73.85,-41.57,17.19,28.77,21.09,0.0,1322.59,10.94,Micro Cap,Capital Goods,Capital Goods
Rites,206.11,9909.52,139.35,22.0,0.0,8.54,72.2,27.88,15.42,410.27,22.94,-2.78,-8.83,3.47,Micro Cap,Textiles,Textiles
C.E. Info System,817.95,4487.19,50.93,22.0,0.01,24.5,51.41,76.08,15.82,134.16,35.6,18.98,11.22,3.15,Micro Cap,Information Technology,Information Technology
PNGS Reva Diamo.,391.6,1240.67,21.41,22.0,0.33,20.4,63.09,-54.1,21.01,64.66,21.63,30.21,7.73,5.27,Micro Cap,Power,Power
Tuticorin Alkali,50.36,613.56,8.02,21.99,0.66,3.0,75.0,-19.02,22.74,36.61,18.48,-12.89,-28.73,1.37,Micro Cap,Chemicals,Chemicals
Ravinder Heights,45.23,279.81,-2.94,21.99,0.0,7.97,74.74,47.56,16.21,48.89,83.0,84.13,102.47,0.0,Micro Cap,Realty,Realty
IC Electricals,0.0,180.79,0.0,21.98,1.19,0.0,0.0,0.0,24.71,13.98,18.89,0.0,0.0,0.0,Micro Cap,Capital Goods,Capital Goods
Divi's Lab.,6557.5,174149.76,751.0,21.96,0.0,96.73,51.88,752.6,16.53,2623.04,32.59,10.78,12.87,20.29,Small Cap,Healthcare,Healthcare
Garware Tech.,749.5,7438.45,57.26,21.96,0.03,20.01,53.36,51.35,16.09,208.88,18.55,5.4,6.91,9.12,Micro Cap,Information Technology,Information Technology
ICICI Lombard,1768.1,88256.21,546.56,21.88,0.0,55.61,51.29,48.01,16.58,2579.31,13.82,14.73,14.2,22.29,Small Cap,Financial Services,Financial Services
U P Hotels,1371.7,740.72,14.37,21.87,0.0,59.7,88.39,31.79,16.34,32.24,26.33,7.33,11.27,0.0,Small Cap,Consumer Services,Consumer Services
SBEC Sugar,62.32,296.98,90.59,21.87,1.63,3.92,65.12,-47.69,33.73,18.66,-0.88,-5.91,60.0,0.0,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Kaycee Inds.,860.9,273.21,0.86,21.86,0.09,15.69,71.7,55.77,15.96,4.98,13.06,13.09,12.69,0.0,Micro Cap,Capital Goods,Capital Goods
RBZ Jewellers Lt,131.62,530.02,11.68,21.85,0.57,13.7,75.0,-13.96,20.12,54.8,14.43,30.27,34.8,0.0,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Laxmipati Engg,460.65,264.87,24.16,21.84,0.47,47.01,73.45,25.58,-3.58,-0.79,17.5,67.9,22.38,0.0,Micro Cap,Capital Goods,Capital Goods
Power Mech Proj.,2720.0,8600.56,153.41,21.82,0.26,115.12,58.42,444.04,15.56,363.98,11.58,18.95,20.32,6.48,Small Cap,Power,Power
Bharti Hexacom,1440.1,71849.33,446.7,21.82,0.86,34.66,70.0,28.31,26.86,1758.85,52.28,12.45,47.4,3.69,Small Cap,Telecommunications,Telecommunications
Jayesh Logistics,145.0,126.02,5.31,21.78,0.87,11.6,71.22,-7.39,29.01,10.08,15.44,29.23,109.9,2.34,Micro Cap,Services,Services
B-Right Real,939.2,970.31,33.43,21.77,1.06,34.02,73.15,-30.95,22.13,35.15,39.12,113.59,178.91,1.4,Micro Cap,Realty,Realty
Cyber Media Res.,71.4,20.9,1.04,21.77,0.26,11.89,42.42,-88.74,19.71,3.7,5.1,12.89,20.4,0.93,Micro Cap,Information Technology,Information Technology
Mauria Udyog,8.84,117.75,2.17,21.77,2.46,1.8,74.08,4.88,54.26,23.96,8.18,22.32,66.23,0.0,Micro Cap,Capital Goods,Capital Goods
Patel Chem,95.8,238.26,6.42,21.77,0.15,5.05,68.64,-51.3,18.61,12.55,12.44,25.52,63.15,6.41,Micro Cap,Chemicals,Chemicals
Pix Transmission,1869.6,2544.65,20.22,21.76,0.03,78.45,62.06,21.92,16.54,106.89,26.29,6.19,18.14,0.41,Small Cap,Power,Power
Rose Merc.,64.22,42.14,5.1,21.74,0.04,9.48,0.12,181.65,12.52,5.68,20.77,310.4,234.72,0.0,Micro Cap,Services,Services
B.R.Goyal Infra.,125.0,297.81,28.59,21.74,0.27,18.77,73.6,-9.28,17.81,44.71,9.21,32.95,40.62,0.41,Micro Cap,Construction,Construction
EPack PrefabTech,233.34,2344.75,30.29,21.71,0.16,9.21,64.96,-152.93,17.04,92.64,10.47,32.43,57.46,10.91,Micro Cap,Construction,Construction
SKP Securities,110.0,74.9,1.9,21.7,0.32,15.2,74.99,-18.27,18.63,10.35,38.59,21.98,49.14,0.0,Micro Cap,Financial Services,Financial Services
Venus Remedies,1930.0,2581.28,47.5,21.67,0.02,76.9,41.76,36.76,16.79,102.79,19.14,11.69,57.0,2.8,Small Cap,Healthcare,Healthcare
Baheti Recycling,709.95,736.12,17.79,21.66,2.45,26.1,74.69,-23.56,35.42,27.06,8.41,26.55,72.41,0.04,Micro Cap,Services,Services
Credent Global,29.88,183.64,0.01,21.64,0.76,4.07,26.03,-9.64,23.6,25.01,74.85,30.8,54.82,15.86,Micro Cap,Financial Services,Financial Services
Sahaj Solar,132.0,290.03,25.22,21.62,1.27,13.46,71.28,-4.56,23.97,29.57,12.35,31.26,67.42,0.01,Micro Cap,Power,Power
Astron,17.16,14.76,1.86,21.61,0.09,4.01,66.05,-4.03,18.35,3.45,10.76,35.42,40.65,0.0,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Uniparts India,663.8,2995.45,51.15,21.6,0.18,35.07,65.88,19.29,18.31,160.95,21.12,-5.02,-7.83,2.82,Micro Cap,Automobile and Auto Components,Automobile and Auto Components
Minaxi Textiles,1.51,7.47,0.37,21.59,2.91,0.36,38.77,1.85,54.91,1.79,3.98,-7.47,31.78,0.0,Micro Cap,Textiles,Textiles
Birlasoft Ltd,299.1,8358.64,175.93,21.58,0.03,18.55,40.39,14.93,14.35,544.69,16.31,3.46,18.8,13.64,Micro Cap,Information Technology,Information Technology
Ginni Filaments,47.89,406.13,7.13,21.55,0.17,4.32,69.72,4.37,20.67,44.95,18.2,-0.21,72.49,0.17,Micro Cap,Textiles,Textiles
Bosch,39985.0,117434.52,570.0,21.54,0.01,940.27,70.54,72.75,16.4,2350.29,13.23,10.3,18.08,7.22,Mid Cap,Automobile and Auto Components,Automobile and Auto Components
Menon Pistons,64.33,329.44,4.44,21.51,0.03,5.02,74.37,30.26,15.41,25.81,15.44,6.59,6.8,0.0,Micro Cap,Automobile and Auto Components,Automobile and Auto Components
Supreme Power,250.0,624.78,11.03,21.51,0.39,8.18,57.16,-32.71,19.4,20.44,15.07,36.02,23.7,0.58,Micro Cap,Power,Power
Fredun Pharma,2735.6,1508.06,11.07,21.49,0.8,60.68,44.57,-48.96,15.81,33.21,14.34,32.26,45.37,1.06,Small Cap,Healthcare,Healthcare
Sirca Paints,406.4,2308.34,17.71,21.47,0.07,11.45,65.19,-1771.11,15.77,65.05,20.08,23.1,12.16,6.29,Micro Cap,Chemicals,Chemicals
Fine Organic,5334.1,16378.74,117.49,21.47,0.03,136.03,75.0,53.8,16.61,411.89,20.28,-7.85,-12.65,4.4,Small Cap,Chemicals,Chemicals
Narmada Gelatine,506.15,306.2,9.58,27.87,0.06,47.01,75.0,30.42,21.81,28.44,19.17,4.07,25.76,0.0,Micro Cap,Chemicals,Chemicals
Unjha Formul.,18.5,8.29,-0.74,27.79,0.0,1.56,36.92,14.61,20.06,0.7,7.05,6.2,35.72,0.0,Micro Cap,Healthcare,Healthcare
Hindustan Hardy,816.8,122.52,1.88,27.78,0.25,55.92,66.16,-181.06,25.01,8.38,11.08,19.92,30.28,0.0,Micro Cap,Capital Goods,Capital Goods
Prime Cable Ind.,122.1,223.74,6.76,27.78,0.85,6.68,68.53,-15.79,36.4,13.72,10.0,47.25,350.56,1.05,Micro Cap,Capital Goods,Capital Goods
Samay Project,46.5,71.38,4.0,27.7,0.09,4.48,69.19,-55.73,21.24,6.39,15.13,35.1,34.78,0.29,Micro Cap,Construction,Construction
Monarch Networth,338.5,2696.56,45.56,27.68,0.04,22.86,53.85,1516.56,20.49,181.19,69.27,32.08,61.56,1.47,Micro Cap,Financial Services,Financial Services
Chemkart India,148.5,179.67,9.51,27.66,0.04,16.25,74.66,-68.32,21.48,19.66,13.12,17.81,36.92,0.4,Micro Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Aimtron,1251.8,2579.86,25.69,27.65,0.24,22.31,70.9,-66.49,23.6,45.97,21.84,0.0,0.0,0.22,Small Cap,Capital Goods,Capital Goods
Teerth Gopicon,16.35,19.62,-19.13,27.59,0.96,-13.18,63.37,-1.26,26.96,-15.81,-12.44,55.97,340.72,0.0,Micro Cap,Construction,Construction
Anubhav Plast,76.0,83.6,0.0,27.59,2.09,7.57,0.0,87.08,48.1,6.06,13.01,0.0,0.0,0.0,Micro Cap,Chemicals,Chemicals
NMDC,85.45,75205.77,2027.17,27.58,0.19,8.47,60.79,37.34,23.37,7451.1,28.87,21.99,16.81,13.6,Micro Cap,Metals and Mining,Metals and Mining
Defrail Technologies,69.07,48.52,2.48,27.58,0.28,5.71,73.6,-8.88,24.44,4.01,9.4,33.53,65.79,4.51,Micro Cap,Capital Goods,Capital Goods
ASM Technologies,3992.15,5823.22,16.75,27.56,0.42,41.65,57.96,-223.17,26.23,61.92,19.02,33.85,89.15,0.23,Small Cap,Information Technology,Information Technology
Accretion Nutraveda,268.8,194.61,2.69,27.56,0.12,7.0,73.48,-21.5,24.84,5.07,20.51,126.54,162.59,1.08,Micro Cap,Healthcare,Healthcare
Fractal Industries,214.7,168.52,6.46,27.51,0.15,16.98,69.07,-109.45,29.71,13.33,19.75,0.0,0.0,15.17,Micro Cap,Textiles,Textiles
United Spirits,1341.5,97591.73,539.0,27.49,0.05,25.27,56.67,67.2,21.41,1826.21,18.28,5.52,23.45,14.41,Small Cap,Fast Moving Consumer Goods,Fast Moving Consumer Goods
Osiajee Texfab,407.45,220.02,2.56,27.49,0.27,10.28,2.78,124.78,31.29,5.55,81.66,38.36,70.49,17.56,Micro Cap,Textiles,Textiles
Jamna Auto Inds.,132.86,5317.87,87.27,27.47,0.01,5.78,49.85,55.01,22.37,239.36,15.16,3.95,12.45,9.25,Micro Cap,Automobile and Auto Components,Automobile and Auto Components
Gulf Oil Lubric.,1093.35,5415.17,90.02,27.46,0.33,71.04,67.01,15.62,24.29,367.31,12.79,10.0,16.77,8.91,Small Cap,"Oil, Gas and Consumable Fuels","Oil, Gas and Consumable Fuels"
Ceinsys Tech,921.55,1931.1,37.17,27.46,0.08,63.72,50.88,606.31,24.76,134.34,22.1,44.39,63.33,10.25,Micro Cap,Information Technology,Information Technology
Inspirisys Sol.,105.59,416.97,8.77,27.42,0.82,10.34,69.95,15.24,53.62,42.56,8.52,8.59,37.56,0.0,Micro Cap,Information Technology,Information Technology
Nitta Gelatin,1652.8,1506.22,34.1,27.39,0.01,107.1,74.48,22.43,21.07,98.29,23.2,1.33,12.9,0.0,Small Cap,Chemicals,Chemicals
Unihealth Hosp,599.55,953.28,17.09,27.39,0.27,16.45,69.53,-78.83,21.43,25.83,40.76,44.29,49.96,0.0,Micro Cap,Healthcare,Healthcare
Highness Microelectronics,195.3,100.85,3.18,27.39,0.29,7.94,64.96,258.19,24.33,4.1,41.07,18.61,112.05,5.35,Micro Cap,Capital Goods,Capital Goods
Unique Organics,82.75,49.26,1.52,27.33,0.18,13.52,34.64,9.42,21.7,8.05,8.29,-14.15,28.1,0.84,Micro Cap,Chemicals,Chemicals
RNFI Services,247.45,620.13,8.36,27.26,0.17,11.56,65.11,-203.2,20.57,28.98,5.97,-3.16,75.4,0.0,Micro Cap,Financial Services,Financial Services
Naapbooks,148.56,175.94,5.01,27.25,0.03,7.66,53.16,-26.85,20.67,8.3,65.98,49.9,136.18,0.0,Micro Cap,Information Technology,Information Technology
Medistep Health.,19.9,28.28,3.01,27.25,0.14,4.21,68.96,-3.17,21.88,5.98,11.65,0.0,0.0,0.0,Micro Cap,Healthcare,Healthcare
Krishana Phosch.,682.1,4130.29,83.08,27.24,1.31,29.75,72.94,-40.0,38.15,180.15,12.34,95.66,88.87,0.26,Micro Cap,Chemicals,Chemicals
Gurunanak Agri.,35.25,42.3,4.0,27.24,0.04,5.07,68.0,-13.78,20.46,6.08,22.65,2.56,117.61,0.0,Micro Cap,Agriculture,Agriculture
Nazara Technolo.,303.75,11258.49,55.7,27.23,0.06,2.59,35.46,1904.22,30.49,965.87,-1.61,18.79,193.63,13.3,Micro Cap,"Media, Entertainment & Publication","Media, Entertainment & Publication"
Danlaw Tech.,1019.25,496.44,9.54,27.22,0.3,47.2,61.88,37.55,26.06,22.99,15.01,16.16,46.78,0.0,Small Cap,Information Technology,Information Technology
Optivalue Tek,73.6,172.31,6.54,27.18,0.1,5.88,64.07,-15.85,22.22,13.76,19.7,32.69,70.63,3.42,Micro Cap,Information Technology,Information Technology
Kiduja India,15.92,38.21,0.14,27.16,0.0,0.93,75.0,1.75,0.0,2.23,91.07,112.55,32.75,0.0,Micro Cap,Consumer Services,Consumer Services
Jenburkt Pharma,1126.2,497.03,10.85,27.15,0.01,78.72,46.64,55.93,20.4,37.62,25.92,7.26,15.2,0.0,Small Cap,Healthcare,Healthcare
Maxvolt Energy,374.55,408.41,11.46,27.12,0.82,22.36,39.14,-10.66,28.2,24.38,12.0,178.89,343.23,0.43,Micro Cap,Power,Power
Vadilal Enterp.,9800.0,842.8,-4.22,27.08,1.88,121.13,51.06,-67.29,37.75,10.45,3.02,9.38,23.93,0.54,Small Cap,Information Technology,Information Technology
Anlon Tech,675.0,422.24,8.45,27.08,0.16,22.19,62.06,-40.4,21.11,13.88,19.76,47.67,46.22,0.97,Micro Cap,Information Technology,Information Technology
Sky Gold & Diam.,512.1,7928.71,90.72,27.02,0.73,17.78,51.74,-39.24,29.25,275.32,6.9,76.05,145.49,1.2,Micro Cap,Consumer Durables,Consumer Durables
CG Power & Ind,956.25,150519.52,363.46,27.01,0.01,7.66,56.36,360.99,20.82,1229.59,13.09,21.21,10.29,12.03,Micro Cap,Capital Goods,Capital Goods
Gabriel India,1275.2,18308.54,61.25,27.0,0.03,16.93,63.55,282.66,20.35,253.29,8.71,12.52,24.21,6.51,Small Cap,Automobile and Auto Components,Automobile and Auto Components
Stylam Industrie,3287.7,5584.52,37.9,26.98,0.04,88.19,54.11,179.31,20.41,149.47,19.51,5.85,15.94,2.81,Small Cap,Chemicals,Chemicals
Current Infra.,110.0,210.63,10.16,26.98,0.41,7.34,70.52,0.0,27.17,14.05,14.48,0.0,0.0,3.98,Micro Cap,Power,Power
Justo Realfin,85.0,159.78,13.6,26.93,0.12,10.44,39.49,-19.79,21.59,19.36,30.06,9.22,8.09,0.16,Micro Cap,Realty,Realty
Bizotic Commer.,712.0,686.51,9.71,26.91,0.07,19.29,74.98,-28.69,20.68,18.09,10.44,56.71,88.75,0.0,Micro Cap,Textiles,Textiles
Cryogenic OGS,268.0,382.7,4.47,26.9,0.15,7.13,74.29,119.27,22.14,9.26,27.76,22.86,33.18,0.0,Micro Cap,Capital Goods,Capital Goods
